feedback_id,brand,source,timestamp,text,engagement_metrics,geo_location
FDBK-MAR-31706,Maruti,DealerReview,2024-12-18 13:38:29,"Loving my new Dzire, smooth ride and great features!","{'likes': 247, 'shares': 92, 'comments': 50}",Surat
FDBK-MAR-31707,Maruti,Twitter,2024-10-03 16:06:40,"The Baleno has good design, waiting for more reviews.","{'likes': 432, 'shares': 46, 'comments': 45}",Kolkata
FDBK-MAR-31708,Maruti,Instagram,2024-05-18 10:23:54,The Grand Vitara is value for money and feature-rich.,"{'likes': 406, 'shares': 73, 'comments': 4}",Kolkata
FDBK-MAR-31709,Maruti,YouTubeComment,2024-10-15 17:41:15,Great service from Maruti dealer when I bought my Dzire.,"{'likes': 182, 'shares': 97, 'comments': 33}",Kolkata
FDBK-MAR-31710,Maruti,YouTubeComment,2024-08-26 16:45:49,Great service from Maruti dealer when I bought my Ertiga.,"{'likes': 42, 'shares': 71, 'comments': 5}",Chennai
FDBK-MAR-31711,Maruti,Facebook,2025-03-29 19:59:37,Great service from Maruti dealer when I bought my WagonR.,"{'likes': 390, 'shares': 83, 'comments': 29}",Kolkata
FDBK-MAR-31712,Maruti,Instagram,2024-03-13 01:37:53,"The Grand Vitara is perfect for my family, spacious and reliable.","{'likes': 191, 'shares': 90, 'comments': 30}",Delhi
FDBK-MAR-31713,Maruti,Twitter,2024-07-08 04:26:36,Great service from Maruti dealer when I bought my Ignis.,"{'likes': 19, 'shares': 58, 'comments': 42}",Nagpur
FDBK-MAR-31714,Maruti,Facebook,2024-11-17 21:51:23,"Test drove the Brezza, decent experience.","{'likes': 7, 'shares': 3, 'comments': 31}",Ahmedabad
FDBK-MAR-31715,Maruti,DealerReview,2025-04-16 20:44:05,"Test drove the Fronx, decent experience.","{'likes': 242, 'shares': 36, 'comments': 29}",Chandigarh
FDBK-MAR-31716,Maruti,Facebook,2024-03-11 23:28:27,"The Alto is perfect for my family, spacious and reliable.","{'likes': 109, 'shares': 7, 'comments': 45}",Indore
FDBK-MAR-31717,Maruti,DealerSurvey,2024-05-23 07:53:32,"The Dzire has good design, waiting for more reviews.","{'likes': 364, 'shares': 40, 'comments': 38}",Lucknow
FDBK-MAR-31718,Maruti,Instagram,2025-03-22 22:38:26,"Loving my new Fronx, smooth ride and great features!","{'likes': 314, 'shares': 3, 'comments': 18}",Chennai
FDBK-MAR-31719,Maruti,DealerSurvey,2024-12-31 06:00:11,"Visited dealer to check Fronx, staff was okay.","{'likes': 371, 'shares': 18, 'comments': 12}",Pune
FDBK-MAR-31720,Maruti,Instagram,2025-04-04 16:16:25,"Saw new Grand Vitara campaign online, looks interesting.","{'likes': 461, 'shares': 94, 'comments': 16}",Hyderabad
FDBK-MAR-31721,Maruti,Facebook,2024-11-08 03:52:44,The Baleno is value for money and feature-rich.,"{'likes': 212, 'shares': 72, 'comments': 43}",Nagpur
FDBK-MAR-31722,Maruti,Twitter,2024-06-12 18:03:39,Not happy with the after-sales service for my Alto.,"{'likes': 55, 'shares': 61, 'comments': 4}",Ahmedabad
FDBK-MAR-31723,Maruti,DealerSurvey,2025-08-20 03:55:00,"Loving my new Alto, smooth ride and great features!","{'likes': 379, 'shares': 23, 'comments': 4}",Bengaluru
FDBK-MAR-31724,Maruti,Facebook,2024-06-02 11:25:01,"Considering buying the Alto, still comparing options.","{'likes': 409, 'shares': 63, 'comments': 43}",Ahmedabad
FDBK-MAR-31725,Maruti,DealerReview,2024-02-22 21:09:39,"Test drove the Baleno, decent experience.","{'likes': 93, 'shares': 83, 'comments': 33}",Lucknow
FDBK-MAR-31726,Maruti,YouTubeComment,2024-07-03 15:07:13,"Test drove the Ignis, decent experience.","{'likes': 471, 'shares': 97, 'comments': 22}",Chennai
FDBK-MAR-31727,Maruti,Facebook,2024-11-29 06:27:06,"Visited dealer to check Baleno, staff was okay.","{'likes': 212, 'shares': 11, 'comments': 33}",Bengaluru
FDBK-MAR-31728,Maruti,Instagram,2025-08-26 06:28:55,"Loving my new Baleno, smooth ride and great features!","{'likes': 408, 'shares': 61, 'comments': 6}",Mumbai
FDBK-MAR-31729,Maruti,Facebook,2025-08-07 22:55:37,"Visited dealer to check Swift, staff was okay.","{'likes': 262, 'shares': 14, 'comments': 29}",Delhi
FDBK-MAR-31730,Maruti,DealerReview,2024-11-30 07:28:46,"Loving my new Alto, smooth ride and great features!","{'likes': 152, 'shares': 37, 'comments': 3}",Chennai
FDBK-MAR-31731,Maruti,Twitter,2025-04-10 15:50:33,"The Fronx has good design, waiting for more reviews.","{'likes': 69, 'shares': 46, 'comments': 13}",Hyderabad
FDBK-MAR-31732,Maruti,Twitter,2025-06-03 15:48:41,Service delays are frustrating at Maruti dealership.,"{'likes': 207, 'shares': 31, 'comments': 19}",Pune
FDBK-MAR-31733,Maruti,DealerReview,2024-12-18 13:14:37,"Visited dealer to check Dzire, staff was okay.","{'likes': 176, 'shares': 88, 'comments': 7}",Delhi
FDBK-MAR-31734,Maruti,Twitter,2025-02-23 12:35:34,Very satisfied with the mileage on my Baleno.,"{'likes': 31, 'shares': 20, 'comments': 21}",Nagpur
FDBK-MAR-31735,Maruti,Twitter,2025-08-10 15:02:46,Very satisfied with the mileage on my Ignis.,"{'likes': 323, 'shares': 81, 'comments': 8}",Patna
FDBK-MAR-31736,Maruti,Instagram,2024-04-02 01:01:52,Mileage of my Ignis is not as expected.,"{'likes': 387, 'shares': 0, 'comments': 35}",Pune
FDBK-MAR-31737,Maruti,DealerReview,2025-02-13 04:19:34,"The Swift is perfect for my family, spacious and reliable.","{'likes': 309, 'shares': 24, 'comments': 20}",Chandigarh
FDBK-MAR-31738,Maruti,DealerReview,2024-11-13 06:53:36,"Loving my new Swift, smooth ride and great features!","{'likes': 82, 'shares': 80, 'comments': 34}",Lucknow
FDBK-MAR-31739,Maruti,Twitter,2024-04-09 08:53:05,Facing issues with AC in my Ertiga.,"{'likes': 19, 'shares': 57, 'comments': 44}",Lucknow
FDBK-MAR-31740,Maruti,DealerReview,2024-10-10 02:57:16,Not happy with the after-sales service for my Brezza.,"{'likes': 390, 'shares': 11, 'comments': 19}",Nagpur
FDBK-MAR-31741,Maruti,Facebook,2025-03-20 21:20:44,"Considering buying the Grand Vitara, still comparing options.","{'likes': 97, 'shares': 3, 'comments': 34}",Kolkata
FDBK-MAR-31742,Maruti,DealerReview,2024-03-13 07:50:44,Very satisfied with the mileage on my Brezza.,"{'likes': 224, 'shares': 73, 'comments': 41}",Hyderabad
FDBK-MAR-31743,Maruti,Twitter,2025-01-24 17:04:26,Mileage of my WagonR is not as expected.,"{'likes': 340, 'shares': 62, 'comments': 24}",Jaipur
FDBK-MAR-31744,Maruti,Instagram,2024-01-28 22:59:48,"Visited dealer to check Swift, staff was okay.","{'likes': 215, 'shares': 18, 'comments': 8}",Jaipur
FDBK-MAR-31745,Maruti,DealerReview,2024-11-02 15:52:59,The Alto is value for money and feature-rich.,"{'likes': 423, 'shares': 88, 'comments': 1}",Lucknow
FDBK-MAR-31746,Maruti,YouTubeComment,2024-09-18 15:25:17,"Loving my new Ignis, smooth ride and great features!","{'likes': 251, 'shares': 97, 'comments': 47}",Chennai
FDBK-MAR-31747,Maruti,YouTubeComment,2024-06-12 20:01:35,"Considering buying the Swift, still comparing options.","{'likes': 349, 'shares': 12, 'comments': 16}",Kolkata
FDBK-MAR-31748,Maruti,Twitter,2024-10-22 15:36:36,Mileage of my Grand Vitara is not as expected.,"{'likes': 128, 'shares': 73, 'comments': 8}",Lucknow
FDBK-MAR-31749,Maruti,YouTubeComment,2025-01-02 14:50:17,"Loving my new Grand Vitara, smooth ride and great features!","{'likes': 327, 'shares': 38, 'comments': 34}",Nagpur
FDBK-MAR-31750,Maruti,Twitter,2024-06-29 17:33:35,"The Dzire is perfect for my family, spacious and reliable.","{'likes': 75, 'shares': 12, 'comments': 31}",Chandigarh
FDBK-MAR-31751,Maruti,YouTubeComment,2024-01-10 04:31:08,"The WagonR is perfect for my family, spacious and reliable.","{'likes': 148, 'shares': 9, 'comments': 39}",Jaipur
FDBK-MAR-31752,Maruti,Facebook,2024-02-01 06:39:16,"The Brezza is perfect for my family, spacious and reliable.","{'likes': 81, 'shares': 81, 'comments': 6}",Nagpur
FDBK-MAR-31753,Maruti,YouTubeComment,2025-07-16 22:42:08,The Ertiga is value for money and feature-rich.,"{'likes': 383, 'shares': 15, 'comments': 30}",Bengaluru
FDBK-MAR-31754,Maruti,DealerReview,2024-06-29 19:34:49,The Grand Vitara is value for money and feature-rich.,"{'likes': 383, 'shares': 30, 'comments': 34}",Ahmedabad
FDBK-MAR-31755,Maruti,YouTubeComment,2025-07-07 04:13:15,Service delays are frustrating at Maruti dealership.,"{'likes': 199, 'shares': 56, 'comments': 35}",Jaipur
FDBK-MAR-31756,Maruti,Twitter,2025-04-12 17:06:44,"The Swift is perfect for my family, spacious and reliable.","{'likes': 165, 'shares': 34, 'comments': 49}",Patna
FDBK-MAR-31757,Maruti,Facebook,2025-05-21 08:34:51,"Loving my new Fronx, smooth ride and great features!","{'likes': 376, 'shares': 87, 'comments': 11}",Nagpur
FDBK-MAR-31758,Maruti,Instagram,2025-01-10 04:47:32,"The Alto is perfect for my family, spacious and reliable.","{'likes': 432, 'shares': 7, 'comments': 6}",Indore
FDBK-MAR-31759,Maruti,YouTubeComment,2025-01-09 20:03:13,"Saw new Fronx campaign online, looks interesting.","{'likes': 482, 'shares': 46, 'comments': 33}",Bengaluru
FDBK-MAR-31760,Maruti,Facebook,2024-09-22 02:23:24,The WagonR is value for money and feature-rich.,"{'likes': 463, 'shares': 81, 'comments': 41}",Nagpur
FDBK-MAR-31761,Maruti,Twitter,2024-01-28 14:39:15,"Visited dealer to check Ignis, staff was okay.","{'likes': 103, 'shares': 7, 'comments': 19}",Patna
FDBK-MAR-31762,Maruti,YouTubeComment,2025-04-08 01:26:05,"Loving my new Fronx, smooth ride and great features!","{'likes': 26, 'shares': 96, 'comments': 28}",Bengaluru
FDBK-MAR-31763,Maruti,Facebook,2025-07-03 06:58:17,Mileage of my Swift is not as expected.,"{'likes': 323, 'shares': 38, 'comments': 34}",Indore
FDBK-MAR-31764,Maruti,YouTubeComment,2024-12-04 17:57:03,"The Baleno has good design, waiting for more reviews.","{'likes': 20, 'shares': 5, 'comments': 21}",Mumbai
FDBK-MAR-31765,Maruti,YouTubeComment,2024-01-06 16:20:34,"The Grand Vitara has good design, waiting for more reviews.","{'likes': 429, 'shares': 75, 'comments': 11}",Chandigarh
FDBK-MAR-31766,Maruti,YouTubeComment,2024-08-24 09:40:28,"Visited dealer to check WagonR, staff was okay.","{'likes': 222, 'shares': 1, 'comments': 23}",Mumbai
FDBK-MAR-31767,Maruti,DealerReview,2024-02-24 08:05:58,Facing issues with AC in my Grand Vitara.,"{'likes': 249, 'shares': 99, 'comments': 37}",Indore
FDBK-MAR-31768,Maruti,DealerReview,2024-10-25 14:47:41,"The Ertiga is perfect for my family, spacious and reliable.","{'likes': 262, 'shares': 64, 'comments': 21}",Hyderabad
FDBK-MAR-31769,Maruti,YouTubeComment,2024-06-23 19:15:22,"The Swift is perfect for my family, spacious and reliable.","{'likes': 41, 'shares': 19, 'comments': 19}",Delhi
FDBK-MAR-31770,Maruti,YouTubeComment,2025-06-06 20:24:19,"Loving my new Swift, smooth ride and great features!","{'likes': 479, 'shares': 36, 'comments': 14}",Ahmedabad
FDBK-MAR-31771,Maruti,Facebook,2024-03-09 18:34:31,"Saw new Ignis campaign online, looks interesting.","{'likes': 358, 'shares': 75, 'comments': 5}",Delhi
FDBK-MAR-31772,Maruti,Twitter,2024-08-02 07:18:33,"Considering buying the Brezza, still comparing options.","{'likes': 72, 'shares': 97, 'comments': 24}",Lucknow
FDBK-MAR-31773,Maruti,Facebook,2025-04-06 05:09:59,"Test drove the Swift, decent experience.","{'likes': 276, 'shares': 11, 'comments': 13}",Kolkata
FDBK-MAR-31774,Maruti,DealerSurvey,2025-04-23 05:35:40,"The Grand Vitara is perfect for my family, spacious and reliable.","{'likes': 81, 'shares': 59, 'comments': 13}",Pune
FDBK-MAR-31775,Maruti,DealerReview,2025-04-08 07:48:44,Great service from Maruti dealer when I bought my Baleno.,"{'likes': 54, 'shares': 82, 'comments': 17}",Mumbai
FDBK-MAR-31776,Maruti,Instagram,2025-02-21 11:46:02,"The Ertiga has good design, waiting for more reviews.","{'likes': 412, 'shares': 71, 'comments': 31}",Mumbai
FDBK-MAR-31777,Maruti,Facebook,2025-02-25 02:48:05,"Considering buying the Baleno, still comparing options.","{'likes': 496, 'shares': 75, 'comments': 7}",Delhi
FDBK-MAR-31778,Maruti,YouTubeComment,2025-02-07 14:59:31,Very satisfied with the mileage on my Dzire.,"{'likes': 410, 'shares': 10, 'comments': 12}",Kolkata
FDBK-MAR-31779,Maruti,Facebook,2024-01-20 13:07:21,"Saw new Grand Vitara campaign online, looks interesting.","{'likes': 104, 'shares': 71, 'comments': 21}",Hyderabad
FDBK-MAR-31780,Maruti,Instagram,2024-02-03 21:55:53,Very satisfied with the mileage on my Grand Vitara.,"{'likes': 177, 'shares': 28, 'comments': 23}",Hyderabad
FDBK-MAR-31781,Maruti,Instagram,2024-08-15 19:19:43,"Loving my new Fronx, smooth ride and great features!","{'likes': 36, 'shares': 33, 'comments': 1}",Delhi
FDBK-MAR-31782,Maruti,Twitter,2024-01-16 18:03:40,Mileage of my WagonR is not as expected.,"{'likes': 237, 'shares': 1, 'comments': 32}",Patna
FDBK-MAR-31783,Maruti,DealerSurvey,2025-08-01 16:24:21,The Fronx feels overpriced for what it offers.,"{'likes': 165, 'shares': 13, 'comments': 28}",Nagpur
FDBK-MAR-31784,Maruti,DealerSurvey,2025-08-14 08:58:55,Facing issues with AC in my Ignis.,"{'likes': 271, 'shares': 64, 'comments': 47}",Chennai
FDBK-MAR-31785,Maruti,Facebook,2024-05-14 14:19:04,Great service from Maruti dealer when I bought my Ignis.,"{'likes': 121, 'shares': 91, 'comments': 22}",Pune
FDBK-MAR-31786,Maruti,DealerReview,2025-03-21 18:42:00,"The WagonR is perfect for my family, spacious and reliable.","{'likes': 21, 'shares': 89, 'comments': 7}",Lucknow
FDBK-MAR-31787,Maruti,Twitter,2025-06-27 01:13:15,"Test drove the WagonR, decent experience.","{'likes': 178, 'shares': 80, 'comments': 28}",Nagpur
FDBK-MAR-31788,Maruti,Instagram,2025-07-21 19:16:29,Great service from Maruti dealer when I bought my Ignis.,"{'likes': 408, 'shares': 63, 'comments': 43}",Ahmedabad
FDBK-MAR-31789,Maruti,Twitter,2024-09-23 08:52:15,"Considering buying the Swift, still comparing options.","{'likes': 325, 'shares': 91, 'comments': 32}",Pune
FDBK-MAR-31790,Maruti,YouTubeComment,2024-05-10 01:23:20,"The Dzire is perfect for my family, spacious and reliable.","{'likes': 210, 'shares': 95, 'comments': 4}",Pune
FDBK-MAR-31791,Maruti,DealerReview,2024-04-02 15:42:03,"The WagonR has good design, waiting for more reviews.","{'likes': 25, 'shares': 28, 'comments': 14}",Patna
FDBK-MAR-31792,Maruti,Twitter,2024-10-21 02:57:41,"Considering buying the Brezza, still comparing options.","{'likes': 321, 'shares': 65, 'comments': 7}",Pune
FDBK-MAR-31793,Maruti,Instagram,2024-04-10 14:03:34,Great service from Maruti dealer when I bought my Grand Vitara.,"{'likes': 116, 'shares': 38, 'comments': 30}",Bengaluru
FDBK-MAR-31794,Maruti,Instagram,2024-01-25 10:36:12,"Visited dealer to check Alto, staff was okay.","{'likes': 388, 'shares': 29, 'comments': 13}",Delhi
FDBK-MAR-31795,Maruti,Instagram,2025-05-05 12:34:44,Mileage of my Fronx is not as expected.,"{'likes': 425, 'shares': 49, 'comments': 25}",Bengaluru
FDBK-MAR-31796,Maruti,YouTubeComment,2025-08-31 11:15:35,"Test drove the Swift, decent experience.","{'likes': 311, 'shares': 92, 'comments': 3}",Chandigarh
FDBK-MAR-31797,Maruti,YouTubeComment,2024-02-25 15:24:19,Great service from Maruti dealer when I bought my Ertiga.,"{'likes': 109, 'shares': 24, 'comments': 4}",Mumbai
FDBK-MAR-31798,Maruti,DealerSurvey,2024-05-14 23:44:25,Mileage of my Baleno is not as expected.,"{'likes': 308, 'shares': 80, 'comments': 29}",Nagpur
FDBK-MAR-31799,Maruti,Twitter,2025-08-11 04:58:44,"The Fronx has good design, waiting for more reviews.","{'likes': 166, 'shares': 35, 'comments': 49}",Hyderabad
FDBK-MAR-31800,Maruti,Instagram,2024-06-26 13:51:13,The Fronx is value for money and feature-rich.,"{'likes': 44, 'shares': 92, 'comments': 37}",Surat
FDBK-MAR-31801,Maruti,DealerSurvey,2025-05-04 16:54:37,Great service from Maruti dealer when I bought my Swift.,"{'likes': 406, 'shares': 76, 'comments': 6}",Pune
FDBK-MAR-31802,Maruti,YouTubeComment,2025-03-30 05:59:44,Very satisfied with the mileage on my Ignis.,"{'likes': 241, 'shares': 95, 'comments': 4}",Patna
FDBK-MAR-31803,Maruti,DealerSurvey,2025-04-28 01:33:31,The WagonR is value for money and feature-rich.,"{'likes': 23, 'shares': 35, 'comments': 44}",Pune
FDBK-MAR-31804,Maruti,DealerSurvey,2024-07-13 14:31:52,"The Alto has good design, waiting for more reviews.","{'likes': 47, 'shares': 44, 'comments': 34}",Chennai
FDBK-MAR-31805,Maruti,DealerSurvey,2025-02-19 19:18:06,Very satisfied with the mileage on my WagonR.,"{'likes': 497, 'shares': 78, 'comments': 49}",Indore
FDBK-MAR-31806,Maruti,Facebook,2025-01-10 17:38:03,Not happy with the after-sales service for my WagonR.,"{'likes': 37, 'shares': 82, 'comments': 19}",Bengaluru
FDBK-MAR-31807,Maruti,Twitter,2024-02-05 19:36:36,The Brezza is value for money and feature-rich.,"{'likes': 110, 'shares': 69, 'comments': 41}",Lucknow
FDBK-MAR-31808,Maruti,Twitter,2024-04-30 11:33:46,The WagonR is value for money and feature-rich.,"{'likes': 301, 'shares': 73, 'comments': 24}",Nagpur
FDBK-MAR-31809,Maruti,YouTubeComment,2024-04-10 11:52:40,Facing issues with AC in my WagonR.,"{'likes': 400, 'shares': 78, 'comments': 11}",Ahmedabad
FDBK-MAR-31810,Maruti,Facebook,2025-03-29 16:49:42,The Swift is value for money and feature-rich.,"{'likes': 412, 'shares': 44, 'comments': 29}",Pune
FDBK-MAR-31811,Maruti,Twitter,2025-05-30 16:55:41,"Saw new Alto campaign online, looks interesting.","{'likes': 439, 'shares': 16, 'comments': 46}",Bengaluru
FDBK-MAR-31812,Maruti,Twitter,2024-12-11 18:53:54,The Baleno is value for money and feature-rich.,"{'likes': 195, 'shares': 5, 'comments': 45}",Chandigarh
FDBK-MAR-31813,Maruti,DealerReview,2024-09-01 21:13:51,The Alto feels overpriced for what it offers.,"{'likes': 207, 'shares': 71, 'comments': 19}",Jaipur
FDBK-MAR-31814,Maruti,Twitter,2025-06-08 11:26:10,Mileage of my Ertiga is not as expected.,"{'likes': 77, 'shares': 62, 'comments': 20}",Kolkata
FDBK-MAR-31815,Maruti,YouTubeComment,2024-11-27 03:16:46,"Loving my new Fronx, smooth ride and great features!","{'likes': 326, 'shares': 94, 'comments': 22}",Delhi
FDBK-MAR-31816,Maruti,DealerSurvey,2024-12-10 20:23:40,Service delays are frustrating at Maruti dealership.,"{'likes': 41, 'shares': 67, 'comments': 7}",Patna
FDBK-MAR-31817,Maruti,Twitter,2025-06-20 20:27:34,Very satisfied with the mileage on my Brezza.,"{'likes': 229, 'shares': 67, 'comments': 13}",Chennai
FDBK-MAR-31818,Maruti,DealerSurvey,2025-04-24 21:32:37,Great service from Maruti dealer when I bought my Swift.,"{'likes': 472, 'shares': 71, 'comments': 27}",Kolkata
FDBK-MAR-31819,Maruti,DealerReview,2025-08-25 08:07:47,The Brezza is value for money and feature-rich.,"{'likes': 429, 'shares': 36, 'comments': 32}",Surat
FDBK-MAR-31820,Maruti,DealerSurvey,2025-03-04 09:10:14,Service delays are frustrating at Maruti dealership.,"{'likes': 2, 'shares': 19, 'comments': 6}",Chandigarh
FDBK-MAR-31821,Maruti,DealerReview,2024-08-19 09:16:02,Great service from Maruti dealer when I bought my Baleno.,"{'likes': 238, 'shares': 66, 'comments': 48}",Lucknow
FDBK-MAR-31822,Maruti,DealerReview,2025-02-13 02:49:38,The WagonR is value for money and feature-rich.,"{'likes': 91, 'shares': 91, 'comments': 8}",Bengaluru
FDBK-MAR-31823,Maruti,Facebook,2025-01-06 22:32:11,Very satisfied with the mileage on my Fronx.,"{'likes': 232, 'shares': 49, 'comments': 2}",Hyderabad
FDBK-MAR-31824,Maruti,Facebook,2025-03-30 16:53:50,The Ertiga feels overpriced for what it offers.,"{'likes': 131, 'shares': 66, 'comments': 26}",Nagpur
FDBK-MAR-31825,Maruti,DealerReview,2024-09-07 03:26:49,Very satisfied with the mileage on my WagonR.,"{'likes': 378, 'shares': 72, 'comments': 10}",Ahmedabad
FDBK-MAR-31826,Maruti,YouTubeComment,2024-04-20 23:49:06,"The Grand Vitara has good design, waiting for more reviews.","{'likes': 470, 'shares': 71, 'comments': 43}",Chandigarh
FDBK-MAR-31827,Maruti,DealerSurvey,2025-02-17 08:38:16,Very satisfied with the mileage on my Grand Vitara.,"{'likes': 155, 'shares': 86, 'comments': 14}",Mumbai
FDBK-MAR-31828,Maruti,Instagram,2025-04-15 04:07:49,"The Dzire is perfect for my family, spacious and reliable.","{'likes': 104, 'shares': 78, 'comments': 24}",Indore
FDBK-MAR-31829,Maruti,Twitter,2025-05-01 00:16:54,The Baleno is value for money and feature-rich.,"{'likes': 281, 'shares': 37, 'comments': 36}",Chennai
FDBK-MAR-31830,Maruti,Instagram,2024-08-19 18:57:10,"Saw new Swift campaign online, looks interesting.","{'likes': 389, 'shares': 31, 'comments': 50}",Mumbai
FDBK-MAR-31831,Maruti,Facebook,2024-11-02 10:21:17,"Loving my new Swift, smooth ride and great features!","{'likes': 19, 'shares': 82, 'comments': 43}",Lucknow
FDBK-MAR-31832,Maruti,DealerReview,2024-05-22 21:46:52,"Loving my new Dzire, smooth ride and great features!","{'likes': 210, 'shares': 58, 'comments': 37}",Surat
FDBK-MAR-31833,Maruti,Instagram,2024-10-12 19:55:54,Very satisfied with the mileage on my Ertiga.,"{'likes': 304, 'shares': 43, 'comments': 13}",Hyderabad
FDBK-MAR-31834,Maruti,DealerSurvey,2024-08-23 15:45:16,Very satisfied with the mileage on my Grand Vitara.,"{'likes': 21, 'shares': 68, 'comments': 16}",Indore
FDBK-MAR-31835,Maruti,Facebook,2025-06-14 15:33:08,"Loving my new Brezza, smooth ride and great features!","{'likes': 155, 'shares': 2, 'comments': 1}",Chandigarh
FDBK-MAR-31836,Maruti,DealerSurvey,2025-04-22 17:28:59,Great service from Maruti dealer when I bought my Brezza.,"{'likes': 107, 'shares': 17, 'comments': 42}",Kolkata
FDBK-MAR-31837,Maruti,Instagram,2024-06-04 04:48:09,"Considering buying the Fronx, still comparing options.","{'likes': 265, 'shares': 74, 'comments': 9}",Delhi
FDBK-MAR-31838,Maruti,Twitter,2025-07-06 12:01:11,The Alto is value for money and feature-rich.,"{'likes': 456, 'shares': 3, 'comments': 8}",Surat
FDBK-MAR-31839,Maruti,Instagram,2024-04-01 02:32:31,"Loving my new Ignis, smooth ride and great features!","{'likes': 464, 'shares': 19, 'comments': 11}",Chennai
FDBK-MAR-31840,Maruti,YouTubeComment,2024-05-06 09:04:03,Great service from Maruti dealer when I bought my Dzire.,"{'likes': 89, 'shares': 76, 'comments': 12}",Jaipur
FDBK-MAR-31841,Maruti,Twitter,2025-03-29 13:34:51,Mileage of my Dzire is not as expected.,"{'likes': 275, 'shares': 0, 'comments': 41}",Lucknow
FDBK-MAR-31842,Maruti,Instagram,2025-05-29 07:54:07,Service delays are frustrating at Maruti dealership.,"{'likes': 477, 'shares': 72, 'comments': 7}",Kolkata
FDBK-MAR-31843,Maruti,DealerSurvey,2025-01-16 01:58:31,"Test drove the Brezza, decent experience.","{'likes': 381, 'shares': 44, 'comments': 21}",Patna
FDBK-MAR-31844,Maruti,DealerSurvey,2025-01-17 23:24:11,Great service from Maruti dealer when I bought my Fronx.,"{'likes': 271, 'shares': 51, 'comments': 2}",Jaipur
FDBK-MAR-31845,Maruti,Facebook,2024-12-31 23:50:13,"The Ignis has good design, waiting for more reviews.","{'likes': 369, 'shares': 38, 'comments': 33}",Hyderabad
FDBK-MAR-31846,Maruti,Facebook,2024-09-23 06:42:56,The Fronx feels overpriced for what it offers.,"{'likes': 486, 'shares': 48, 'comments': 46}",Surat
FDBK-MAR-31847,Maruti,Instagram,2024-07-31 05:57:00,Mileage of my Alto is not as expected.,"{'likes': 381, 'shares': 47, 'comments': 42}",Lucknow
FDBK-MAR-31848,Maruti,Instagram,2025-02-10 10:44:18,Facing issues with AC in my Grand Vitara.,"{'likes': 375, 'shares': 94, 'comments': 19}",Mumbai
FDBK-MAR-31849,Maruti,YouTubeComment,2025-01-09 20:13:34,"The WagonR is perfect for my family, spacious and reliable.","{'likes': 247, 'shares': 35, 'comments': 11}",Nagpur
FDBK-MAR-31850,Maruti,Instagram,2024-11-12 05:41:27,"The Ignis has good design, waiting for more reviews.","{'likes': 427, 'shares': 9, 'comments': 36}",Kolkata
FDBK-MAR-31851,Maruti,DealerSurvey,2024-05-26 22:23:01,Great service from Maruti dealer when I bought my WagonR.,"{'likes': 274, 'shares': 69, 'comments': 48}",Lucknow
FDBK-MAR-31852,Maruti,Twitter,2024-12-29 22:58:36,Great service from Maruti dealer when I bought my Swift.,"{'likes': 234, 'shares': 25, 'comments': 16}",Delhi
FDBK-MAR-31853,Maruti,DealerReview,2025-02-22 04:53:08,"The Ignis is perfect for my family, spacious and reliable.","{'likes': 4, 'shares': 11, 'comments': 29}",Nagpur
FDBK-MAR-31854,Maruti,YouTubeComment,2024-06-11 17:27:18,Not happy with the after-sales service for my WagonR.,"{'likes': 346, 'shares': 31, 'comments': 20}",Patna
FDBK-MAR-31855,Maruti,DealerReview,2025-08-06 22:01:44,"Saw new Baleno campaign online, looks interesting.","{'likes': 278, 'shares': 81, 'comments': 16}",Ahmedabad
FDBK-MAR-31856,Maruti,Twitter,2024-06-04 00:45:32,"Saw new WagonR campaign online, looks interesting.","{'likes': 33, 'shares': 61, 'comments': 42}",Hyderabad
FDBK-MAR-31857,Maruti,Facebook,2025-08-25 08:53:49,"The Swift has good design, waiting for more reviews.","{'likes': 106, 'shares': 94, 'comments': 37}",Ahmedabad
FDBK-MAR-31858,Maruti,Twitter,2024-07-04 03:53:50,Very satisfied with the mileage on my Baleno.,"{'likes': 124, 'shares': 15, 'comments': 29}",Patna
FDBK-MAR-31859,Maruti,DealerSurvey,2025-05-28 00:19:08,"Loving my new Ertiga, smooth ride and great features!","{'likes': 468, 'shares': 43, 'comments': 37}",Patna
FDBK-MAR-31860,Maruti,DealerSurvey,2025-08-22 16:25:23,The Fronx is value for money and feature-rich.,"{'likes': 4, 'shares': 78, 'comments': 37}",Chandigarh
FDBK-MAR-31861,Maruti,YouTubeComment,2024-10-05 21:19:38,The Brezza is value for money and feature-rich.,"{'likes': 366, 'shares': 11, 'comments': 12}",Delhi
FDBK-MAR-31862,Maruti,DealerReview,2024-03-05 04:58:58,Great service from Maruti dealer when I bought my Brezza.,"{'likes': 274, 'shares': 38, 'comments': 23}",Kolkata
FDBK-MAR-31863,Maruti,Instagram,2024-01-18 13:50:27,Great service from Maruti dealer when I bought my Alto.,"{'likes': 274, 'shares': 4, 'comments': 43}",Delhi
FDBK-MAR-31864,Maruti,Twitter,2024-11-05 05:39:08,Facing issues with AC in my Ertiga.,"{'likes': 202, 'shares': 13, 'comments': 3}",Chandigarh
FDBK-MAR-31865,Maruti,Twitter,2025-03-16 13:29:33,"The Alto has good design, waiting for more reviews.","{'likes': 442, 'shares': 80, 'comments': 29}",Patna
