campaign_id,brand,campaign_name,start_date,end_date,channel,target_model,audience_segment,message_subject,message_body,impressions,clicks,opens,ctr,conversion_rate
CAMP-MAR-11438,Maruti,WagonR Discount Campaign 14,2024-05-22,2024-06-13,Dealer,WagonR,Fleet Managers,Upgrade to WagonR — Special finance rates,Upgrade to WagonR — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2024-05-22 to 2024-06-13.,30750,1752,,0.057,0.07
CAMP-MAR-11439,Maruti,Dzire Exchange Bonus Campaign 43,2024-12-04,2025-01-28,Search Ads,Dzire,Gen Z,Upgrade to Dzire — Special finance rates,Upgrade to Dzire — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2024-12-04 to 2025-01-28.,32152,495,,0.0154,0.044
CAMP-MAR-11440,Maruti,Brezza Service Camp Campaign 42,2024-07-26,2024-09-12,Social Media,Brezza,Gen Z,Upgrade to Brezza — Special finance rates,Upgrade to Brezza — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2024-07-26 to 2024-09-12.,60200,451,,0.0075,0.03
CAMP-MAR-11441,Maruti,Alto Festive Offer Campaign 10,2024-03-07,2024-03-28,Email,Alto,Urban Families,Exclusive offer on Alto — Limited time!,Exclusive offer on Alto — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-03-07 to 2024-03-28.,9809,386,480,0.0394,0.051
CAMP-MAR-11442,Maruti,Brezza Discount Campaign 34,2024-03-12,2024-03-21,Dealer,Brezza,Eco-conscious Buyers,Test drive the new Brezza today,Test drive the new Brezza today — Book online or visit your nearest Maruti dealer. Offer valid from 2024-03-12 to 2024-03-21.,36244,1819,,0.0502,0.048
CAMP-MAR-11443,Maruti,Swift Awareness Campaign 3,2025-03-09,2025-04-23,Display Ads,Swift,Fleet Managers,Swift: Feature-packed & family-friendly,Swift: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2025-03-09 to 2025-04-23.,9336,118,,0.0126,0.071
CAMP-MAR-11444,Maruti,Brezza Exchange Bonus Campaign 3,2025-03-09,2025-04-07,SMS,Brezza,Gen Z,Exclusive offer on Brezza — Limited time!,Exclusive offer on Brezza — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2025-03-09 to 2025-04-07.,40582,969,,0.0239,0.005
CAMP-MAR-11445,Maruti,Brezza Service Camp Campaign 11,2024-04-14,2024-04-24,Social Media,Brezza,Eco-conscious Buyers,Drive home a Brezza with low EMI,Drive home a Brezza with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2024-04-14 to 2024-04-24.,40251,680,,0.0169,0.04
CAMP-MAR-11446,Maruti,Fronx Awareness Campaign 21,2025-08-13,2025-09-09,In-showroom,Fronx,Rural Buyers,Drive home a Fronx with low EMI,Drive home a Fronx with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2025-08-13 to 2025-09-09.,37695,2943,,0.0781,0.057
CAMP-MAR-11447,Maruti,Fronx Finance Offer Campaign 17,2024-05-13,2024-07-08,Email,Fronx,Gen Z,Fronx: Feature-packed & family-friendly,Fronx: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-05-13 to 2024-07-08.,94264,6532,11957,0.0693,0.044
CAMP-MAR-11448,Maruti,Grand Vitara Launch Campaign 27,2025-05-30,2025-06-22,In-showroom,Grand Vitara,Gen Z,Save big on Grand Vitara — Exchange bonus available,Save big on Grand Vitara — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2025-05-30 to 2025-06-22.,45602,3556,,0.078,0.038
CAMP-MAR-11449,Maruti,Swift Exchange Bonus Campaign 19,2024-11-05,2024-12-30,In-showroom,Swift,Urban Families,Test drive the new Swift today,Test drive the new Swift today — Book online or visit your nearest Maruti dealer. Offer valid from 2024-11-05 to 2024-12-30.,38121,2611,,0.0685,0.044
CAMP-MAR-11450,Maruti,Swift Finance Offer Campaign 20,2025-05-25,2025-07-01,Dealer,Swift,Tech-savvy Professionals,Save big on Swift — Exchange bonus available,Save big on Swift — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2025-05-25 to 2025-07-01.,18409,1330,,0.0722,0.048
CAMP-MAR-11451,Maruti,Grand Vitara Finance Offer Campaign 33,2025-06-28,2025-08-25,Email,Grand Vitara,Gen Z,Upgrade to Grand Vitara — Special finance rates,Upgrade to Grand Vitara — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2025-06-28 to 2025-08-25.,48336,1778,2523,0.0368,0.051
CAMP-MAR-11452,Maruti,Ignis Test Drive Campaign 40,2024-09-15,2024-11-09,Social Media,Ignis,Fleet Managers,Test drive the new Ignis today,Test drive the new Ignis today — Book online or visit your nearest Maruti dealer. Offer valid from 2024-09-15 to 2024-11-09.,47661,1329,,0.0279,0.089
CAMP-MAR-11453,Maruti,Fronx Awareness Campaign 4,2024-07-12,2024-09-01,Email,Fronx,First-time Buyers,Fronx: Feature-packed & family-friendly,Fronx: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-07-12 to 2024-09-01.,67885,1744,4830,0.0257,0.035
CAMP-MAR-11454,Maruti,Grand Vitara Awareness Campaign 32,2025-08-22,2025-10-09,Social Media,Grand Vitara,Tech-savvy Professionals,Test drive the new Grand Vitara today,Test drive the new Grand Vitara today — Book online or visit your nearest Maruti dealer. Offer valid from 2025-08-22 to 2025-10-09.,52216,182,,0.0035,0.086
CAMP-MAR-11455,Maruti,Fronx Finance Offer Campaign 24,2024-06-29,2024-08-16,Search Ads,Fronx,Gen Z,Fronx: Feature-packed & family-friendly,Fronx: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-06-29 to 2024-08-16.,78796,1040,,0.0132,0.034
CAMP-MAR-11456,Maruti,Grand Vitara Finance Offer Campaign 19,2024-04-29,2024-06-08,Dealer,Grand Vitara,Urban Families,Exclusive offer on Grand Vitara — Limited time!,Exclusive offer on Grand Vitara — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-04-29 to 2024-06-08.,26711,2094,,0.0784,0.078
CAMP-MAR-11457,Maruti,Baleno Finance Offer Campaign 26,2025-02-06,2025-03-02,Social Media,Baleno,Urban Families,Baleno: Feature-packed & family-friendly,Baleno: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2025-02-06 to 2025-03-02.,25559,922,,0.0361,0.079
CAMP-MAR-11458,Maruti,Baleno Festive Offer Campaign 21,2024-12-02,2024-12-27,In-showroom,Baleno,Gen Z,Test drive the new Baleno today,Test drive the new Baleno today — Book online or visit your nearest Maruti dealer. Offer valid from 2024-12-02 to 2024-12-27.,20381,1683,,0.0826,0.022
CAMP-MAR-11459,Maruti,Fronx Launch Campaign 5,2024-06-18,2024-07-31,TV,Fronx,Gen Z,Test drive the new Fronx today,Test drive the new Fronx today — Book online or visit your nearest Maruti dealer. Offer valid from 2024-06-18 to 2024-07-31.,23130,129,,0.0056,0.044
CAMP-MAR-11460,Maruti,Dzire Test Drive Campaign 6,2025-03-14,2025-04-15,In-showroom,Dzire,Urban Families,Drive home a Dzire with low EMI,Drive home a Dzire with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2025-03-14 to 2025-04-15.,13842,887,,0.0641,0.046
CAMP-MAR-11461,Maruti,Fronx Discount Campaign 27,2025-06-25,2025-07-03,Social Media,Fronx,Rural Buyers,Fronx: Feature-packed & family-friendly,Fronx: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2025-06-25 to 2025-07-03.,53609,809,,0.0151,0.041
CAMP-MAR-11462,Maruti,Dzire Service Camp Campaign 29,2024-09-27,2024-10-12,Email,Dzire,Fleet Managers,Exclusive offer on Dzire — Limited time!,Exclusive offer on Dzire — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-09-27 to 2024-10-12.,32157,1656,2737,0.0515,0.085
CAMP-MAR-11463,Maruti,Ignis Launch Campaign 32,2025-07-11,2025-08-23,Social Media,Ignis,Rural Buyers,Exclusive offer on Ignis — Limited time!,Exclusive offer on Ignis — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2025-07-11 to 2025-08-23.,46827,1264,,0.027,0.034
CAMP-MAR-11464,Maruti,Baleno Festive Offer Campaign 33,2025-04-19,2025-04-27,Email,Baleno,Urban Families,Save big on Baleno — Exchange bonus available,Save big on Baleno — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2025-04-19 to 2025-04-27.,5672,386,678,0.0681,0.076
CAMP-MAR-11465,Maruti,Baleno Launch Campaign 18,2025-04-05,2025-05-02,In-showroom,Baleno,Eco-conscious Buyers,Baleno: Feature-packed & family-friendly,Baleno: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2025-04-05 to 2025-05-02.,42916,4257,,0.0992,0.022
CAMP-MAR-11466,Maruti,Fronx Service Camp Campaign 17,2025-07-04,2025-09-01,Display Ads,Fronx,Eco-conscious Buyers,Save big on Fronx — Exchange bonus available,Save big on Fronx — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2025-07-04 to 2025-09-01.,66863,1731,,0.0259,0.034
CAMP-MAR-11467,Maruti,Ertiga Awareness Campaign 42,2024-01-17,2024-02-20,Social Media,Ertiga,Urban Families,Save big on Ertiga — Exchange bonus available,Save big on Ertiga — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2024-01-17 to 2024-02-20.,50508,1939,,0.0384,0.048
CAMP-MAR-11468,Maruti,Fronx Launch Campaign 19,2025-07-25,2025-09-17,Social Media,Fronx,Urban Families,Drive home a Fronx with low EMI,Drive home a Fronx with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2025-07-25 to 2025-09-17.,79279,340,,0.0043,0.058
CAMP-MAR-11469,Maruti,Swift Festive Offer Campaign 33,2025-04-02,2025-05-27,Social Media,Swift,Gen Z,Test drive the new Swift today,Test drive the new Swift today — Book online or visit your nearest Maruti dealer. Offer valid from 2025-04-02 to 2025-05-27.,28027,540,,0.0193,0.024
CAMP-MAR-11470,Maruti,Ignis Service Camp Campaign 49,2024-04-28,2024-06-12,Social Media,Ignis,First-time Buyers,Drive home a Ignis with low EMI,Drive home a Ignis with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2024-04-28 to 2024-06-12.,24765,663,,0.0268,0.061
CAMP-MAR-11471,Maruti,Swift Launch Campaign 35,2024-03-03,2024-04-10,Social Media,Swift,Urban Families,Test drive the new Swift today,Test drive the new Swift today — Book online or visit your nearest Maruti dealer. Offer valid from 2024-03-03 to 2024-04-10.,26144,454,,0.0174,0.073
CAMP-MAR-11472,Maruti,Fronx Finance Offer Campaign 50,2024-01-25,2024-03-04,Social Media,Fronx,First-time Buyers,Drive home a Fronx with low EMI,Drive home a Fronx with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2024-01-25 to 2024-03-04.,44961,44,,0.001,0.033
CAMP-MAR-11473,Maruti,Brezza Test Drive Campaign 33,2024-05-04,2024-05-18,SMS,Brezza,Fleet Managers,Upgrade to Brezza — Special finance rates,Upgrade to Brezza — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2024-05-04 to 2024-05-18.,42259,726,,0.0172,0.078
CAMP-MAR-11474,Maruti,Fronx Finance Offer Campaign 16,2024-05-16,2024-06-27,Dealer,Fronx,Gen Z,Exclusive offer on Fronx — Limited time!,Exclusive offer on Fronx — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-05-16 to 2024-06-27.,80800,3005,,0.0372,0.039
CAMP-MAR-11475,Maruti,Swift Finance Offer Campaign 26,2025-01-27,2025-03-17,SMS,Swift,Urban Families,Drive home a Swift with low EMI,Drive home a Swift with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2025-01-27 to 2025-03-17.,23489,761,,0.0324,0.06
CAMP-MAR-11476,Maruti,Ignis Festive Offer Campaign 5,2024-09-22,2024-11-15,TV,Ignis,Tech-savvy Professionals,Save big on Ignis — Exchange bonus available,Save big on Ignis — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2024-09-22 to 2024-11-15.,20326,20,,0.001,0.062
CAMP-MAR-11477,Maruti,Dzire Launch Campaign 36,2024-06-28,2024-07-28,SMS,Dzire,Tech-savvy Professionals,Test drive the new Dzire today,Test drive the new Dzire today — Book online or visit your nearest Maruti dealer. Offer valid from 2024-06-28 to 2024-07-28.,14809,189,,0.0128,0.063
CAMP-MAR-11478,Maruti,Fronx Festive Offer Campaign 10,2025-03-04,2025-03-13,SMS,Fronx,Tech-savvy Professionals,Upgrade to Fronx — Special finance rates,Upgrade to Fronx — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2025-03-04 to 2025-03-13.,51615,1372,,0.0266,0.056
CAMP-MAR-11479,Maruti,Ignis Festive Offer Campaign 29,2025-03-26,2025-04-07,Dealer,Ignis,Affluent Buyers,Drive home a Ignis with low EMI,Drive home a Ignis with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2025-03-26 to 2025-04-07.,12068,901,,0.0747,0.059
CAMP-MAR-11480,Maruti,Fronx Exchange Bonus Campaign 27,2024-09-22,2024-11-07,Display Ads,Fronx,First-time Buyers,Fronx: Feature-packed & family-friendly,Fronx: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-09-22 to 2024-11-07.,56211,56,,0.001,0.04
CAMP-MAR-11481,Maruti,Ertiga Service Camp Campaign 2,2024-03-03,2024-03-18,Social Media,Ertiga,Gen Z,Ertiga: Feature-packed & family-friendly,Ertiga: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-03-03 to 2024-03-18.,79560,1296,,0.0163,0.032
CAMP-MAR-11482,Maruti,Ertiga Launch Campaign 17,2024-10-28,2024-12-06,Social Media,Ertiga,Urban Families,Exclusive offer on Ertiga — Limited time!,Exclusive offer on Ertiga — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-10-28 to 2024-12-06.,25821,51,,0.002,0.056
CAMP-MAR-11483,Maruti,Brezza Festive Offer Campaign 24,2024-07-23,2024-08-21,SMS,Brezza,Rural Buyers,Brezza: Feature-packed & family-friendly,Brezza: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-07-23 to 2024-08-21.,55709,217,,0.0039,0.022
CAMP-MAR-11484,Maruti,Brezza Festive Offer Campaign 31,2024-12-23,2025-01-25,Social Media,Brezza,Urban Families,Exclusive offer on Brezza — Limited time!,Exclusive offer on Brezza — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-12-23 to 2025-01-25.,42238,42,,0.001,0.073
CAMP-MAR-11485,Maruti,Brezza Service Camp Campaign 38,2024-05-03,2024-06-17,TV,Brezza,Fleet Managers,Upgrade to Brezza — Special finance rates,Upgrade to Brezza — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2024-05-03 to 2024-06-17.,63559,63,,0.001,0.098
CAMP-MAR-11486,Maruti,Fronx Service Camp Campaign 7,2024-09-24,2024-11-14,Dealer,Fronx,Rural Buyers,Exclusive offer on Fronx — Limited time!,Exclusive offer on Fronx — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-09-24 to 2024-11-14.,48529,2120,,0.0437,0.037
CAMP-MAR-11487,Maruti,Dzire Test Drive Campaign 42,2025-02-11,2025-03-23,Social Media,Dzire,First-time Buyers,Drive home a Dzire with low EMI,Drive home a Dzire with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2025-02-11 to 2025-03-23.,16831,232,,0.0138,0.054
CAMP-MAR-11488,Maruti,Brezza Launch Campaign 50,2025-05-07,2025-06-12,Social Media,Brezza,First-time Buyers,Upgrade to Brezza — Special finance rates,Upgrade to Brezza — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2025-05-07 to 2025-06-12.,57616,633,,0.011,0.032
CAMP-MAR-11489,Maruti,Swift Finance Offer Campaign 35,2024-12-20,2025-02-10,Email,Swift,First-time Buyers,Save big on Swift — Exchange bonus available,Save big on Swift — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2024-12-20 to 2025-02-10.,20530,819,2055,0.0399,0.045
CAMP-MAR-11490,Maruti,Grand Vitara Exchange Bonus Campaign 31,2024-04-29,2024-05-14,In-showroom,Grand Vitara,Tech-savvy Professionals,Test drive the new Grand Vitara today,Test drive the new Grand Vitara today — Book online or visit your nearest Maruti dealer. Offer valid from 2024-04-29 to 2024-05-14.,45190,3366,,0.0745,0.077
CAMP-MAR-11491,Maruti,Fronx Festive Offer Campaign 17,2025-06-30,2025-08-23,In-showroom,Fronx,Tech-savvy Professionals,Drive home a Fronx with low EMI,Drive home a Fronx with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2025-06-30 to 2025-08-23.,50761,3172,,0.0625,0.039
CAMP-MAR-11492,Maruti,Grand Vitara Festive Offer Campaign 14,2024-10-02,2024-11-25,Social Media,Grand Vitara,First-time Buyers,Exclusive offer on Grand Vitara — Limited time!,Exclusive offer on Grand Vitara — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-10-02 to 2024-11-25.,56827,636,,0.0112,0.05
CAMP-MAR-11493,Maruti,Fronx Exchange Bonus Campaign 14,2025-07-04,2025-07-18,Social Media,Fronx,Gen Z,Save big on Fronx — Exchange bonus available,Save big on Fronx — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2025-07-04 to 2025-07-18.,52188,125,,0.0024,0.019
CAMP-MAR-11494,Maruti,Dzire Service Camp Campaign 13,2024-02-07,2024-03-24,Social Media,Dzire,Urban Families,Dzire: Feature-packed & family-friendly,Dzire: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-02-07 to 2024-03-24.,28773,69,,0.0024,0.067
CAMP-MAR-11495,Maruti,Ignis Launch Campaign 43,2025-02-01,2025-03-18,Social Media,Ignis,Gen Z,Drive home a Ignis with low EMI,Drive home a Ignis with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2025-02-01 to 2025-03-18.,32333,507,,0.0157,0.041
CAMP-MAR-11496,Maruti,Ignis Awareness Campaign 30,2024-04-25,2024-06-17,TV,Ignis,Urban Families,Ignis: Feature-packed & family-friendly,Ignis: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-04-25 to 2024-06-17.,83773,83,,0.001,0.076
CAMP-MAR-11497,Maruti,Brezza Finance Offer Campaign 36,2025-04-22,2025-06-05,Dealer,Brezza,Gen Z,Test drive the new Brezza today,Test drive the new Brezza today — Book online or visit your nearest Maruti dealer. Offer valid from 2025-04-22 to 2025-06-05.,41859,1963,,0.0469,0.025
CAMP-MAR-11498,Maruti,Ignis Test Drive Campaign 12,2024-11-16,2025-01-09,Dealer,Ignis,Affluent Buyers,Exclusive offer on Ignis — Limited time!,Exclusive offer on Ignis — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-11-16 to 2025-01-09.,6377,471,,0.0739,0.089
CAMP-MAR-11499,Maruti,Brezza Launch Campaign 47,2024-05-27,2024-07-20,Dealer,Brezza,Gen Z,Exclusive offer on Brezza — Limited time!,Exclusive offer on Brezza — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-05-27 to 2024-07-20.,33118,1619,,0.0489,0.021
CAMP-MAR-11500,Maruti,Brezza Discount Campaign 47,2024-01-06,2024-01-17,SMS,Brezza,Urban Families,Brezza: Feature-packed & family-friendly,Brezza: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-01-06 to 2024-01-17.,6637,140,,0.0211,0.068
CAMP-MAR-11501,Maruti,Swift Discount Campaign 42,2025-06-23,2025-07-25,Social Media,Swift,First-time Buyers,Test drive the new Swift today,Test drive the new Swift today — Book online or visit your nearest Maruti dealer. Offer valid from 2025-06-23 to 2025-07-25.,24649,24,,0.001,0.044
CAMP-MAR-11502,Maruti,Fronx Festive Offer Campaign 42,2025-05-22,2025-07-12,Search Ads,Fronx,Tech-savvy Professionals,Upgrade to Fronx — Special finance rates,Upgrade to Fronx — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2025-05-22 to 2025-07-12.,46412,1225,,0.0264,0.054
CAMP-MAR-11503,Maruti,Fronx Exchange Bonus Campaign 3,2024-07-07,2024-08-05,Dealer,Fronx,Rural Buyers,Upgrade to Fronx — Special finance rates,Upgrade to Fronx — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2024-07-07 to 2024-08-05.,63455,4391,,0.0692,0.056
CAMP-MAR-11504,Maruti,Brezza Finance Offer Campaign 24,2024-06-26,2024-08-18,Social Media,Brezza,First-time Buyers,Drive home a Brezza with low EMI,Drive home a Brezza with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2024-06-26 to 2024-08-18.,58051,1010,,0.0174,0.051
CAMP-MAR-11505,Maruti,Grand Vitara Discount Campaign 47,2025-08-06,2025-09-05,In-showroom,Grand Vitara,Gen Z,Upgrade to Grand Vitara — Special finance rates,Upgrade to Grand Vitara — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2025-08-06 to 2025-09-05.,44955,3632,,0.0808,0.046
CAMP-MAR-11506,Maruti,WagonR Launch Campaign 12,2024-07-24,2024-08-23,Social Media,WagonR,Gen Z,WagonR: Feature-packed & family-friendly,WagonR: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-07-24 to 2024-08-23.,19341,754,,0.039,0.043
CAMP-MAR-11507,Maruti,Brezza Test Drive Campaign 38,2025-07-28,2025-09-07,Dealer,Brezza,Affluent Buyers,Drive home a Brezza with low EMI,Drive home a Brezza with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2025-07-28 to 2025-09-07.,42921,1952,,0.0455,0.058
CAMP-MAR-11508,Maruti,Fronx Exchange Bonus Campaign 9,2024-03-19,2024-05-16,TV,Fronx,First-time Buyers,Test drive the new Fronx today,Test drive the new Fronx today — Book online or visit your nearest Maruti dealer. Offer valid from 2024-03-19 to 2024-05-16.,29881,29,,0.001,0.045
CAMP-MAR-11509,Maruti,Brezza Awareness Campaign 1,2024-03-28,2024-05-05,Dealer,Brezza,First-time Buyers,Upgrade to Brezza — Special finance rates,Upgrade to Brezza — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2024-03-28 to 2024-05-05.,57636,3406,,0.0591,0.045
CAMP-MAR-11510,Maruti,Baleno Test Drive Campaign 48,2024-04-23,2024-05-30,Social Media,Baleno,First-time Buyers,Baleno: Feature-packed & family-friendly,Baleno: Feature-packed & family-friendly — Book online or visit your nearest Maruti dealer. Offer valid from 2024-04-23 to 2024-05-30.,22485,550,,0.0245,0.062
CAMP-MAR-11511,Maruti,WagonR Festive Offer Campaign 9,2024-04-24,2024-06-20,Social Media,WagonR,Gen Z,Drive home a WagonR with low EMI,Drive home a WagonR with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2024-04-24 to 2024-06-20.,23032,783,,0.034,0.019
CAMP-MAR-11512,Maruti,Dzire Awareness Campaign 17,2024-08-03,2024-09-13,Social Media,Dzire,Urban Families,Upgrade to Dzire — Special finance rates,Upgrade to Dzire — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2024-08-03 to 2024-09-13.,12404,64,,0.0052,0.076
CAMP-MAR-11513,Maruti,Swift Awareness Campaign 27,2025-04-02,2025-05-22,Dealer,Swift,First-time Buyers,Drive home a Swift with low EMI,Drive home a Swift with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2025-04-02 to 2025-05-22.,24535,1057,,0.0431,0.05
CAMP-MAR-11514,Maruti,Baleno Service Camp Campaign 1,2024-08-26,2024-09-22,Dealer,Baleno,Eco-conscious Buyers,Upgrade to Baleno — Special finance rates,Upgrade to Baleno — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2024-08-26 to 2024-09-22.,36104,2353,,0.0652,0.031
CAMP-MAR-11515,Maruti,Brezza Test Drive Campaign 14,2025-04-04,2025-04-28,Social Media,Brezza,Affluent Buyers,Exclusive offer on Brezza — Limited time!,Exclusive offer on Brezza — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2025-04-04 to 2025-04-28.,27343,349,,0.0128,0.066
CAMP-MAR-11516,Maruti,Swift Awareness Campaign 33,2025-07-07,2025-08-30,Display Ads,Swift,Fleet Managers,Drive home a Swift with low EMI,Drive home a Swift with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2025-07-07 to 2025-08-30.,23431,23,,0.001,0.06
CAMP-MAR-11517,Maruti,Swift Finance Offer Campaign 43,2024-09-17,2024-10-10,Dealer,Swift,Fleet Managers,Upgrade to Swift — Special finance rates,Upgrade to Swift — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2024-09-17 to 2024-10-10.,16562,1212,,0.0732,0.09
CAMP-MAR-11518,Maruti,Fronx Discount Campaign 46,2024-09-27,2024-10-28,Dealer,Fronx,Urban Families,Save big on Fronx — Exchange bonus available,Save big on Fronx — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2024-09-27 to 2024-10-28.,63832,2463,,0.0386,0.074
CAMP-MAR-11519,Maruti,Brezza Service Camp Campaign 50,2024-05-06,2024-06-30,Social Media,Brezza,First-time Buyers,Test drive the new Brezza today,Test drive the new Brezza today — Book online or visit your nearest Maruti dealer. Offer valid from 2024-05-06 to 2024-06-30.,44912,1226,,0.0273,0.062
CAMP-MAR-11520,Maruti,Baleno Discount Campaign 46,2025-01-19,2025-02-13,Social Media,Baleno,Tech-savvy Professionals,Upgrade to Baleno — Special finance rates,Upgrade to Baleno — Special finance rates — Book online or visit your nearest Maruti dealer. Offer valid from 2025-01-19 to 2025-02-13.,1246,47,,0.0377,0.032
CAMP-MAR-11521,Maruti,WagonR Finance Offer Campaign 48,2025-07-08,2025-07-22,Social Media,WagonR,Rural Buyers,Drive home a WagonR with low EMI,Drive home a WagonR with low EMI — Book online or visit your nearest Maruti dealer. Offer valid from 2025-07-08 to 2025-07-22.,42142,1201,,0.0285,0.027
CAMP-MAR-11522,Maruti,Brezza Exchange Bonus Campaign 14,2025-01-18,2025-02-11,Email,Brezza,Rural Buyers,Test drive the new Brezza today,Test drive the new Brezza today — Book online or visit your nearest Maruti dealer. Offer valid from 2025-01-18 to 2025-02-11.,67649,4288,10039,0.0634,0.054
CAMP-MAR-11523,Maruti,Grand Vitara Test Drive Campaign 37,2024-09-05,2024-10-20,Social Media,Grand Vitara,Urban Families,Exclusive offer on Grand Vitara — Limited time!,Exclusive offer on Grand Vitara — Limited time! — Book online or visit your nearest Maruti dealer. Offer valid from 2024-09-05 to 2024-10-20.,62065,1117,,0.018,0.063
CAMP-MAR-11524,Maruti,Fronx Launch Campaign 4,2024-09-15,2024-10-02,Dealer,Fronx,Urban Families,Test drive the new Fronx today,Test drive the new Fronx today — Book online or visit your nearest Maruti dealer. Offer valid from 2024-09-15 to 2024-10-02.,76023,4052,,0.0533,0.07
CAMP-MAR-11525,Maruti,Swift Awareness Campaign 14,2024-07-28,2024-08-07,Dealer,Swift,Urban Families,Test drive the new Swift today,Test drive the new Swift today — Book online or visit your nearest Maruti dealer. Offer valid from 2024-07-28 to 2024-08-07.,19700,949,,0.0482,0.053
CAMP-MAR-11526,Maruti,Grand Vitara Discount Campaign 24,2025-07-23,2025-08-28,Display Ads,Grand Vitara,Urban Families,Save big on Grand Vitara — Exchange bonus available,Save big on Grand Vitara — Exchange bonus available — Book online or visit your nearest Maruti dealer. Offer valid from 2025-07-23 to 2025-08-28.,50429,50,,0.001,0.099
